name,totalInvested,dealCount
Xue Manzi and Yiyun Zhang.,0.0,0
Y Combinator,22000000.0,7
Y Combinator and Venture Highway,11500000.0,1
Y Combinator and others.,15000000.0,1
YCombinator,3100000.0,1
YMS Mobitech,0.0,0
Yajnanarayana Kammaje,160000.0,1
Yang Shu,963000.0,1
Yash Dongre,0.0,0
Yashish Dhaiya,200000.0,1
Yatin Kumar Jain,1000000.0,1
Yeahmobi,2000000.0,1
Yes Bank,7800000.0,1
Yogesh Agarwal,0.0,0
Yogesh Andlay,0.0,0
Yogesh Bansal,200000.0,1
Yogesh Chaudhary,0.0,0
Yogesh Misra,0.0,0
Yogesh Patel & Others,0.0,0
You & Mr Jones,6000000.0,1
YouWeCan Ventures,1630000.0,2
YourNest Angel Fund,11600000.0,8
"YourNest Angel Fund, iSON",1000000.0,1
YourNest Angel Fund\\xc2\\xa0 & Others,1000000.0,1
YourNest Fund II,0.0,0
YourNest Venture Capital And Other Angel Investors,1300000.0,1
YourWeCan Ventures,0.0,0
Yuri Milner,115000000.0,2
Yuvraj Singh,0.0,0
Z Nation Lab,692000.0,1
Zaffiro Ventures,750000.0,2
Zaheer Memon,0.0,0
Zain Raj,0.0,0
Zeeshan Hayat,0.0,0
Zephyr Peacock,7000000.0,1
Zephyr Peacock India,3000000.0,1
Zeroth and Artesian Venture Partners,400000.0,1
Zeta,0.0,0
Zia Mody,1000000.0,1
ZigExN,3000000.0,1
Zishaan Hayath,3760000.0,5
Zishaan Hayath and Others,300000.0,1
Zishan Hayath,0.0,0
Zodius Capital,196250000.0,7
Zodius Technology Fund,208300000.0,5
Zodius Technology Opportunities Fund,13100000.0,2
Zomato Media Pvt. Ltd,0.0,0
Zop Smart,3000000.0,1
Zoya Akhtar,1000000.0,1
\\nNitin Singhal & Others,200000.0,1
\\xc2\\xa0 & other Angel investors.,0.0,0
\\xc2\\xa0 91SpringBoard,400000.0,1
\\xc2\\xa0 Aarin Capital,0.0,0
\\xc2\\xa0 Abhishek Jain,1700000.0,1
\\xc2\\xa0 Accel Partners,10000000.0,1
\\xc2\\xa0 Accel Partners India,2000000.0,1
\\xc2\\xa0 Amit Ranjan,0.0,0
\\xc2\\xa0 Aprameya Radhakrishna,0.0,0
\\xc2\\xa0 Arjun Malhotra,0.0,0
\\xc2\\xa0 Arpan Nagdeve,0.0,0
\\xc2\\xa0 Badal Malick,0.0,0
\\xc2\\xa0 Balamurali Krishna,1500000.0,1
\\xc2\\xa0 Capital Advisers,104500000.0,1
\\xc2\\xa0 Chandrakant Gogri,2000000.0,1
\\xc2\\xa0 Eight Roads Ventures,25000000.0,1
\\xc2\\xa0 Falcon Edge,25000000.0,1
\\xc2\\xa0 Ganapathy Venugopal.,0.0,0
\\xc2\\xa0 Ganayantrika Systems,750000.0,1
\\xc2\\xa0 Helion Ventures,10000000.0,1
\\xc2\\xa0 Inventus Capital,5000000.0,1
\\xc2\\xa0 Kaleden Holdings,0.0,0
\\xc2\\xa0 Kunal Shah,1000000.0,1
\\xc2\\xa0 Lightbox Ventures,30000000.0,1
\\xc2\\xa0 Lightspeed India,100000000.0,1
\\xc2\\xa0 Lok Capital,40000000.0,1
\\xc2\\xa0 Lumis Partners,4000000.0,1
\\xc2\\xa0 Manish Singhal,0.0,0
\\xc2\\xa0 Mayfield,20000000.0,1
\\xc2\\xa0 Mohandas Pai,2000000.0,1
\\xc2\\xa0 Mohit Saxena,500000.0,1
\\xc2\\xa0 Nirvana Ventures Advisors,20000000.0,1
\\xc2\\xa0 Phanindra Sama,1400000.0,1
\\xc2\\xa0 Puneet Dalmia,1450000.0,1
\\xc2\\xa0 Qualcomm Ventures,16000000.0,1
\\xc2\\xa0 Rahul Chawla,0.0,0
\\xc2\\xa0 Rajan Anandan,0.0,0
\\xc2\\xa0 Ralph Berezan,1500000.0,1
\\xc2\\xa0 Ramkumar Nishtal,440000.0,1
\\xc2\\xa0 Ravi Saxena & Others,2000000.0,1
\\xc2\\xa0 Ruchi Sanghvi & Others,0.0,0
\\xc2\\xa0 SAIF Partners,10000000.0,1
\\xc2\\xa0 Sandeep Aggarwal,0.0,0
\\xc2\\xa0 Sandeep Tandon,1000000.0,1
\\xc2\\xa0 Smart Start Fund,1000000.0,1
\\xc2\\xa0 Start Media.,2800000.0,1
\\xc2\\xa0 Tiger Global Management & others,50000000.0,1
\\xc2\\xa0 Times Internet,0.0,0
\\xc2\\xa0 Tracxn Labs,500000.0,1
\\xc2\\xa0 UC-RNT fund,25000000.0,1
\\xc2\\xa0 Varaprasad Reddy,5000000.0,1
\\xc2\\xa0 Vikas Malpani,0.0,0
\\xc2\\xa0 Vikram Lal,0.0,0
\\xc2\\xa0 Viswanath Ramachandran,350000.0,1
\\xc2\\xa0 Vivek Bhargava,200000.0,1
\\xc2\\xa0 ru-Net,55000000.0,1
\\xc2\\xa0Forum Synergies PE Fund,0.0,0
\\xc2\\xa0Goldman Sachs,0.0,0
\\xc2\\xa0Indian Angel Network,0.0,0
\\xc2\\xa0IndianIdeas.com,0.0,0
\\xc2\\xa0IvyCap Ventures,0.0,0
\\xc2\\xa0LetsVenture,0.0,0
\\xc2\\xa0Palaash Ventures,0.0,0
\\xc2\\xa0Rajeev Saraf,0.0,0
\\xc2\\xa0Tiger Global,0.0,0
"\\xc3\\x98rstead, and Tenaska",32000000.0,1
ah! Ventures,4400000.0,6
ain Capital Ventures,10000000.0,1
growX ventures,0.0,0
havya Sharma,450000.0,1
hooting Starts Sports LLP,1000000.0,1
i2india Pvt Ltd,500000.0,1
i2india Ventures,500000.0,1
iBhubs,215000.0,1
iSquare Global,0.0,0
"idal Health, growx ventures",750000.0,1
lockchain ecosystem Global Advisors,0.0,0
mall Industries Development Bank of India (SIDBI),310000.0,1
pi Ventures,1200000.0,1
responsAbility,23500000.0,1
responsAbility Investments,0.0,0
ru-Net,30000000.0,1
undisclosed private investors,500000.0,1
vCommission,289000.0,3
