name,industry,subVertical,city,totalRaisedUSD,fundingRounds,firstFunded,lastFunded
Applop,Other,,Kolkata,100000.0,1,2015-12-04,2015-12-04
AppsDaily,Consumer Internet & Tech,"Mobile Phone Theft, Damage Protection platform",Mumbai,3750000.0,1,2016-10-04,2016-10-04
Appsdaily,,,,16000000.0,1,2015-03-31,2015-03-31
Appvigil,Other,,Mumbai,500000.0,1,2015-08-06,2015-08-06
Arcatron,Consumer Internet & Tech,Next Gen Mobility device manufacturer,Pune,0.0,1,2017-07-12,2017-07-12
Arcatron Mobility,Consumer Internet & Tech,Mobility Devices for differently abled,Pune,100000.0,2,2016-03-04,2016-05-25
Ark Robot,Consumer Internet & Tech,Warehouse Automation,Bangalore,350000.0,1,2016-02-18,2016-02-18
Arkin Net,SaaS & Enterprise Tech,,Pune,15000000.0,1,2015-06-03,2015-06-03
Arohan Financial Services,,,,10000000.0,1,2015-03-30,2015-03-30
Arth DesignBuild,Other,,Hyderabad,500000.0,1,2015-06-01,2015-06-01
Artoo,,,,500000.0,1,2015-03-25,2015-03-25
Arya.ai,SaaS & Enterprise Tech,,Mumbai,750000.0,1,2015-12-22,2015-12-22
Aryaka,,,,16000000.0,1,2015-03-31,2015-03-31
Asia Institute Of Medical Science,Healthtech,Super-specialty Hospital,Faridabad,21000000.0,1,2018-02-05,2018-02-05
AskMyGift,Other,,Noida,50000.0,1,2015-10-14,2015-10-14
Asocon,Consumer Internet & Tech,Process management startup,Noida,0.0,1,2016-12-23,2016-12-23
Ather Energy,B2B & Industrial,Electric Vehicle,Bangalore,90000000.0,3,2015-05-30,2019-05-28
Athletto,Consumer Internet & Tech,Sports Venue discovery and booking platform,Bangalore,0.0,1,2016-06-16,2016-06-16
Atlan,Consumer Internet & Tech,Big Data,Singapore,2500000.0,1,2019-07-02,2019-07-02
Atomberg,Consumer Internet & Tech,"smart, energy efficient home appliance manufacturer",Mumbai,1000000.0,1,2016-06-02,2016-06-02
Atomberg Technology,Consumer Internet & Tech,"Consumer Electronics, Home Appliances",Mumbai,10000000.0,1,2019-09-04,2019-09-04
Attune Technologies,Healthtech,,Chennai,10000000.0,1,2015-10-20,2015-10-20
Augrav,E-Commerce,Personalized precious Jewellery etailer,Coimbatore,450000.0,1,2016-07-14,2016-07-14
AutoGrid,Consumer Internet & Tech,AI-Based Energy Optimisation and Control Provider,Bangalore,32000000.0,1,2018-09-11,2018-09-11
AutoSense,Consumer Internet & Tech,Data Analytics based Customer Management Services,Delhi,0.0,1,2016-06-11,2016-06-11
Autobix,Consumer Internet & Tech,Software Solutions for Auto Dealership,Pune,0.0,1,2017-04-27,2017-04-27
Automation Anywhere,SaaS & Enterprise Tech,Robotics,California,300000000.0,1,2018-11-19,2018-11-19
Autorox.co,Consumer Internet & Tech,Workshop Management Software Platform,Hyderabad,3000000.0,1,2017-07-10,2017-07-10
Avagmah,Consumer Internet & Tech,Online Education Portal,Bangalore,0.0,1,2016-03-16,2016-03-16
Avail Finance,Fintech,FinTech,Bangalore,9000000.0,1,2019-06-03,2019-06-03
AvailFinance,Consumer Internet & Tech,Online Lending Platform,Bangalore,17200000.0,1,2018-03-14,2018-03-14
Avanti Learning,Edtech,Private Coaching Classes,Delhi,6500000.0,2,2015-04-22,2016-02-17
Avenue Growth,Consumer Internet & Tech,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,437000.0,1,2018-07-10,2018-07-10
Avishkaar Box,Edtech,Education,Delhi,772500.0,1,2018-02-26,2018-02-26
Awaaz De,Consumer Internet & Tech,Mobile Solutions for Social Impact,Ahmedabad,0.0,2,2015-05-18,2018-02-13
Awesummly,Consumer Internet & Tech,Short News Mobile App,Bangalore,147000.0,1,2016-11-22,2016-11-22
Awfis,Consumer Internet & Tech,Collaborative co-Working Spaces,Mumbai,20000000.0,1,2017-04-26,2017-04-26
Awign,Consumer Internet & Tech,Operations and manpower outsourcing,Bangalore,0.0,1,2017-08-23,2017-08-23
Axio,Healthtech,Hemostatic Dressing Solutions,Bangalore,7400000.0,1,2018-01-26,2018-01-26
Axtria,SaaS & Enterprise Tech,,,30000000.0,1,2015-07-08,2015-07-08
Aye Finance,Fintech,Financial Services To MSMEs,Gurgaon,34651265.0,4,2015-12-09,2019-11-20
AyeFinance,Fintech,Online Lending Platform,Gurgaon,29900000.0,3,2018-02-19,2018-06-10
Azah,Healthtech,Organic wellness,Gurgaon,200000.0,1,2019-04-12,2019-04-12
Azuro,Consumer Internet & Tech,Rental Property Finder platform,Mumbai,0.0,1,2016-10-05,2016-10-05
B9 Beverages,Food & Beverage,Craft Beer manufacturing company,Delhi,6000000.0,1,2016-01-04,2016-01-04
BHIVE,Real Estate & PropTech,Workspace Rentals,Bangalore,0.0,1,2016-02-05,2016-02-05
BHIVE Workspace,Consumer Internet & Tech,co-working spaces,Bangalore,1200000.0,1,2017-06-06,2017-06-06
BRIDGEi2I,Consumer Internet & Tech,Data Analytics Platform,Bangalore,0.0,1,2016-06-01,2016-06-01
BYG,Consumer Internet & Tech,Fitness centre Discovery & Booking Mobile app,Bangalore,0.0,1,2016-06-17,2016-06-17
BYJU\\xe2\\x80\\x99s,Consumer Internet & Tech,Online Learning platform,Bangalore,15000000.0,1,2016-12-20,2016-12-20
BYJU’S,Edtech,E-learning,Bangalore,200000000.0,1,2020-01-09,2020-01-09
Babajobs,HR & Recruitment,,Bangalore,10000000.0,1,2015-04-28,2015-04-28
Baby Berry,Consumer Internet & Tech,Parenting Mobile app,Bangalore,1000000.0,1,2016-02-22,2016-02-22
BabyChakra,Consumer Internet & Tech,Parenting and Child Care portal,Mumbai,0.0,1,2016-10-18,2016-10-18
Babychakra,Other,,Mumbai,0.0,1,2015-06-17,2015-06-17
Babygogo,Consumer Internet & Tech,Child healthcare experts aggregator mobile app,Delhi,300000.0,1,2016-03-29,2016-03-29
BabyonBoard,Consumer Internet & Tech,Parenting Mobile App,Bangalore,0.0,1,2017-03-24,2017-03-24
Badiyajobs,Consumer Internet & Tech,Entry-Level job Seekers platform,Delhi,100000.0,1,2016-12-02,2016-12-02
BaggOut,E-Commerce,Women s Fashion etailer,Delhi,0.0,1,2016-07-15,2016-07-15
Balance App,Consumer Internet & Tech,Money Savings & Management App,Bangalore,233000.0,1,2017-05-05,2017-05-05
Banihal,Other,,Delhi,0.0,1,2015-06-22,2015-06-22
Bank Bazaar,Consumer Internet & Tech,Online Financial Marketplace,Chennai,7000000.0,1,2017-10-18,2017-10-18
BankBazaar,Fintech,,Chennai,60000000.0,1,2015-07-02,2015-07-02
BankerBay,Consumer Internet & Tech,Online Investment Banking platform,Bangalore,2000000.0,1,2016-07-15,2016-07-15
Bats on delivery,Consumer Internet & Tech,"Online food, Grocery ordering & Delivery",Gurgaon,90000.0,1,2016-11-21,2016-11-21
Baxi,Logistics & Transport,,Gurgaon,1450000.0,1,2015-11-30,2015-11-30
Be U Salons,Consumer Internet & Tech,Online Salon discovery & Booking Services,Delhi,620000.0,1,2017-04-17,2017-04-17
BeaconsTalk,Consumer Internet & Tech,contextual mobile advertising,Mumbai,180000.0,2,2015-10-30,2016-04-14
Beardo,E-Commerce,Mens Grooming products etailer,Ahmedabad,500000.0,1,2016-09-28,2016-09-28
BeatRoute,Consumer Internet & Tech,SAAS based mobile application platform,Gurgaon,0.0,1,2016-10-14,2016-10-14
BedBathMore,Consumer Internet & Tech,Home Decor eMarketplace,Mumbai,0.0,1,2016-05-16,2016-05-16
Belita,Fashion & Lifestyle,,Mumbai,400000.0,1,2015-08-26,2015-08-26
Belong,Consumer Internet & Tech,Online Jon Portal,Bangalore,10000000.0,1,2017-03-01,2017-03-01
Benepik,Consumer Internet & Tech,Enhanced Employee Engagement Platform,Gurgaon,0.0,1,2018-04-02,2018-04-02
Bestdealfinance,Fintech,,Mumbai,3000000.0,1,2015-09-22,2015-09-22
BetaOut,Consumer Internet & Tech,ECommerce Marketing Software,Noida,0.0,1,2017-01-24,2017-01-24
Betaout,E-Commerce,customer intelligence and marketing automation platform,Noida,1500000.0,1,2016-04-19,2016-04-19
Better Mortgage,Consumer Internet & Tech,Mortgage Offering Platform,Gurgaon,15000000.0,1,2017-02-13,2017-02-13
BetterButter.in,Food & Beverage,,Delhi,0.0,1,2015-08-28,2015-08-28
BetterPlace,Consumer Internet & Tech,Data analytics based Verification services Platform,Bangalore,970000.0,1,2016-02-16,2016-02-16
Betterplace,Consumer Internet & Tech,Background Verification Services,Bangalore,0.0,1,2016-11-24,2016-11-24
Bevy,HR & Recruitment,,Bangalore,0.0,1,2015-07-27,2015-07-27
Bewakoof,,,,0.0,1,2015-01-07,2015-01-07
Beyond Evolution,Consumer Internet & Tech,Mobile Apps & Tech Services provider,Gurgaon,0.0,1,2016-08-24,2016-08-24
Bharat Bazaar,E-Commerce,Online B2B Marketplace,Mumbai,0.0,1,2016-10-04,2016-10-04
BharatPe,Fintech,FinTech,Delhi,75000000.0,1,2019-06-04,2019-06-04
BhiveWorkspace,Consumer Internet & Tech,Co-Working Spaces,Bangalore,1000000.0,1,2016-05-18,2016-05-18
BiBox,Other,,Bangalore,530000.0,1,2015-11-17,2015-11-17
Bidgely,CleanTech & Energy,,,16600000.0,1,2015-11-03,2015-11-03
Big Basket,E-Commerce,Online Grocery portal,Bangalore,5000000.0,1,2017-10-26,2017-10-26
Big Fish Ventures,Food & Beverage,premium dining lounges Chain,Delhi,11100000.0,1,2016-03-10,2016-03-10
BigBasket,Consumer Internet & Tech,Online Grocery & Food Store,Bangalore,507000000.0,4,2015-08-12,2018-02-01
BigStylist,Consumer Internet & Tech,Beauty Services Marketplace,Mumbai,2150000.0,2,2016-09-06,2017-07-28
BigStylist.com,E-Commerce,,Mumbai,1000000.0,1,2015-11-09,2015-11-09
Bikxie,Consumer Internet & Tech,Two Wheeler Taxi Service,Gurgaon,0.0,1,2016-01-07,2016-01-07
BillDesk,,,,75000000.0,1,2015-03-30,2015-03-30
Billion Loans,Consumer Internet & Tech,Peer to Peer Lending platform,Bangalore,1000000.0,1,2017-07-01,2017-07-01
Bira91,Food & Beverage,Brewery,Delhi,15600000.0,2,2019-05-31,2019-06-04
Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,368000.0,1,2016-06-30,2016-06-30
Biryani By Kilo,Consumer Internet & Tech,Online Food Delivery,Gurgaon,1375000.0,2,2017-02-27,2018-07-02
BitGiving,Consumer Internet & Tech,Crowd Funding Platform,Delhi,0.0,1,2016-01-29,2016-01-29
Bite Club,,,,500000.0,1,2015-03-09,2015-03-09
Biteclub,Food & Beverage,,Gurgaon,0.0,1,2015-12-01,2015-12-01
Bitla Software,Consumer Internet & Tech,Travel-Focused Tech Startup,Bangalore,0.0,1,2018-07-26,2018-07-26
Biz2Credit,Fintech,Online Lending Platform,New York,52000000.0,1,2019-06-06,2019-06-06
Bizom,Consumer Internet & Tech,supply chain automation platform,Bangalore,382000.0,1,2017-03-24,2017-03-24
Bizongo,Consumer Internet & Tech,Aggregator For Packaging Material,Mumbai,25000000.0,3,2015-10-12,2018-05-02
Black Soil,Fintech,Non-Banking Financial Company,Mumbai,17000000.0,1,2018-07-25,2018-07-25
Black White Orange,B2B & Industrial,,Mumbai,303000.0,1,2015-12-24,2015-12-24
Black White Orange Brands,Media & Entertainment,,Mumbai,0.0,1,2015-12-01,2015-12-01
BlackBuck,Logistics & Transport,Logistics,Bangalore,182700000.0,3,2015-12-10,2019-05-01
Blackbuck,Food & Beverage,POS For Online Ordering,New York,85680000.0,3,2017-02-28,2018-11-12
Blinge,E-Commerce,Apparel Rental platform,Mumbai,0.0,1,2016-05-17,2016-05-17
BlogBeats,Consumer Internet & Tech,Online Blogging Platform,Bangalore,0.0,1,2016-06-28,2016-06-28
Blood n Care,Consumer Internet & Tech,First Aid care app,Gurgaon,40000.0,1,2017-02-18,2017-02-18
Blowhorn,Consumer Internet & Tech,Intra-City Logistics provider,Bangalore,3650000.0,1,2017-03-07,2017-03-07
Blubox,E-Commerce,,Mumbai,100000.0,1,2015-09-04,2015-09-04
Blue Box Media,Consumer Internet & Tech,Online Tech Portals,Jaipur,0.0,1,2016-04-15,2016-04-15
Blue Tokai Coffee,E-Commerce,Specialty Coffee Etailer,Delhi,0.0,1,2016-02-01,2016-02-01
BlueStone,E-Commerce,Jewellery Etailer,Mumbai,30000000.0,1,2016-07-18,2016-07-18
Bluebirch,Logistics & Transport,,Bangalore,2000000.0,1,2015-12-16,2015-12-16
Bluegape,Media & Entertainment,,Gurgaon,200000.0,1,2015-04-04,2015-04-04
Bluegape.com,Other,,Delhi,600000.0,1,2015-08-20,2015-08-20
Board Infinity,Edtech,Full-stack career platform,Mumbai,319605.0,1,2019-07-08,2019-07-08
Bobble,Other,,Delhi,0.0,1,2015-11-05,2015-11-05
BoiBanit,Consumer Internet & Tech,Online Food Delivery platform,Vadodara,0.0,1,2016-05-03,2016-05-03
BolRealty,Real Estate & PropTech,,Delhi,0.0,1,2015-10-16,2015-10-16
Bollant Industries,Consumer Internet & Tech,Eco-friendly consumer & packaging products,Hyderabad,0.0,1,2016-02-17,2016-02-17
Bolo App,Media & Entertainment,Video Platform,Bangalore,430200.0,1,2019-06-10,2019-06-10
Bombay Shaving Company,E-Commerce,Men Grooming product etailer,Delhi,2900000.0,2,2016-08-10,2017-08-23
Bombay Shirt Company,E-Commerce,Online custom Shirt retailer,Mumbai,1000000.0,1,2016-06-13,2016-06-13
Bona Vita,Travel & Hospitality,,Gurgaon,5000000.0,1,2015-07-31,2015-07-31
Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,Delhi,3000000.0,3,2015-04-09,2016-06-14
Bonphulapl,CleanTech & Energy,Oxygen Optimiser Manufacturer,Delhi,293000.0,1,2018-05-24,2018-05-24
Book My Diamond,E-Commerce,Diamond B2B eTailer,Mumbai,0.0,1,2017-05-11,2017-05-11
Book My Show,Consumer Internet & Tech,Online Ticketing Platform,Mumbai,100000000.0,1,2018-07-19,2018-07-19
Book Servicing,Consumer Internet & Tech,Online Vehicle Services Booking platform,Delhi,30000.0,1,2017-03-07,2017-03-07
BookEventz,Consumer Internet & Tech,"Venue, Events Booking platform",Mumbai,0.0,3,2015-12-15,2016-12-28
BookMeIn,Other,,Mumbai,400000.0,1,2015-08-24,2015-08-24
BookMyBai,Other,,Mumbai,150000.0,1,2015-11-05,2015-11-05
BookMyShow,Consumer Internet & Tech,Event & Movie Ticketing platform,Mumbai,82000000.0,1,2016-07-05,2016-07-05
Bottr.me,Consumer Internet & Tech,Chatbot creation tool,Bangalore,0.0,1,2017-07-12,2017-07-12
Bounty App,Other,,Bangalore,0.0,1,2015-10-15,2015-10-15
Box My Space,Logistics & Transport,Warehouse Aggregator,Mumbai,0.0,1,2017-08-04,2017-08-04
Box8,Consumer Internet & Tech,Food Delivery Platform,Mumbai,12000000.0,3,2015-05-07,2017-05-23
Boxmyspace,Other,,Mumbai,300000.0,1,2015-07-14,2015-07-14
Boxx.ai,Consumer Internet & Tech,Artificial Intelligence,Bangalore,500000.0,1,2017-06-12,2017-06-12
Brick2Wall,E-Commerce,Online Marketplace for Construction Material,Gurgaon,200000.0,1,2017-07-21,2017-07-21
Brigge,Social & Community,,Chennai,0.0,1,2015-09-29,2015-09-29
Briston Technomach,IoT & Hardware,,Delhi,150000.0,1,2015-09-18,2015-09-18
Bro4U,Logistics & Transport,,Bangalore,0.0,1,2015-11-30,2015-11-30
BroEx,Real Estate & PropTech,,Gurgaon,1000000.0,1,2015-07-24,2015-07-24
Broomberg,Consumer Internet & Tech,Cleaning Services Provider,Delhi,0.0,1,2016-04-20,2016-04-20
Browntape,Consumer Internet & Tech,cloud-based software solutions company,Goa,0.0,1,2016-11-04,2016-11-04
BrowserStack,Consumer Internet & Tech,Browser Testing,Mumbai,50000000.0,1,2018-01-30,2018-01-30
Bucker,Consumer Internet & Tech,Food Ordering Mobile App,Hyderabad,0.0,1,2016-01-13,2016-01-13
Buddy,Fintech,Micro Lending Platform for eCommerce purchases,Bangalore,500000.0,1,2016-02-15,2016-02-15
Buddy4studdy,Consumer Internet & Tech,Online Scholarship Portal,Noida,3000000.0,1,2018-03-01,2018-03-01
Bueno,Food & Beverage,,Gurgaon,600000.0,1,2015-09-17,2015-09-17
BuildSupply,E-Commerce,"Real Estate, ERP",Gurgaon,3500000.0,1,2018-12-06,2018-12-06
BuildTraders,E-Commerce,Online Construction Materials Marketplace,Bangalore,200000.0,1,2016-09-08,2016-09-08
Buildkar,E-Commerce,Construction Material Marketplace,Bangalore,0.0,1,2016-01-14,2016-01-14
Buildzar,E-Commerce,Construction Material ETailer,Gurgaon,4000000.0,1,2016-01-27,2016-01-27
Bumper,Other,,Bangalore,500000.0,1,2015-12-28,2015-12-28
Burger Singh,Food & Beverage,Indian Burger Brand,Gurgaon,500000.0,2,2015-10-06,2019-11-17
Buttercups,E-Commerce,Women Intimate Wear eTailer,Bangalore,0.0,2,2015-06-30,2016-08-15
Butterfly Interactive,E-Commerce,,Delhi,0.0,1,2015-11-30,2015-11-30
BuyHatke,Other,,Bangalore,1000000.0,1,2015-05-08,2015-05-08
Byju\\xe2\\x80\\x99s,Consumer Internet & Tech,Mobile Learning App,Bangalore,160000000.0,4,2016-03-22,2017-07-25
CAKART.in,E-Commerce,,Bangalore,0.0,1,2015-06-18,2015-06-18
CBREX,HR & Recruitment,,Mumbai,200000.0,1,2015-12-18,2015-12-18
CBS,,,,16000.0,1,2015-01-19,2015-01-19
CCAvenue,Consumer Internet & Tech,Online Payment Gateway,Mumbai,22400000.0,1,2017-02-14,2017-02-14
CCavenue,Consumer Internet & Tech,Payment Gateway,Mumbai,8900000.0,1,2016-05-31,2016-05-31
CREO,Consumer Internet & Tech,Smartphone OS Developer,Bangalore,3000000.0,1,2016-01-21,2016-01-21
CRON Systems,Consumer Internet & Tech,Border Intrusion Alert Solutions,Delhi,0.0,1,2017-01-23,2017-01-23
CaRPM,Other,,Gurgaon,100000.0,1,2015-12-04,2015-12-04
Cabsguru,Logistics & Transport,,Delhi,200000.0,1,2015-12-14,2015-12-14
Call Health,Consumer Internet & Tech,Healthcare Services Aggregator,Hyderabad,6200000.0,1,2017-09-11,2017-09-11
Campus Diaries,Consumer Internet & Tech,Student focussed Content Discovery portal,Bangalore,220000.0,1,2016-06-30,2016-06-30
CanvasFlip,Other,,Hyderabad,1200000.0,1,2015-09-14,2015-09-14
Canvera,Consumer Internet & Tech,Online Photography platform,Mumbai,6500000.0,3,2015-12-24,2017-09-01
Canvs,Consumer Internet & Tech,Community Platform for Artists and Designers,Mumbai,0.0,1,2016-09-27,2016-09-27
Capabiliti,Other,,Noida,400000.0,1,2015-09-24,2015-09-24
Capillary,Consumer Internet & Tech,SaaS,Bangalore,20000000.0,1,2018-02-21,2018-02-21
Capillary Tech,SaaS & Enterprise Tech,,Delhi,45000000.0,1,2015-09-02,2015-09-02
Capita World,Consumer Internet & Tech,Artificial Intelligence Platform to Raise Funds,Mumbai,0.0,1,2017-12-13,2017-12-13
Capital Float,Fintech,Online Lending Platform,Bangalore,64800000.0,5,2015-02-11,2018-04-23
Capricoast,E-Commerce,,Bangalore,4750000.0,2,2015-04-13,2015-12-14
Capzest,Consumer Internet & Tech,Digital Lending Platform,Mumbai,200000.0,1,2016-02-10,2016-02-10
CarDekho,E-Commerce,Automobile,Gurgaon,200000000.0,4,2015-05-22,2019-12-06
CarDekho.com,,,,50000000.0,2,2015-01-27,2015-02-09
CarTrade,Consumer Internet & Tech,Auto Classifieds Portal,Mumbai,145000000.0,1,2016-01-13,2016-01-13
CarTrade.com,,,,0.0,1,2015-02-10,2015-02-10
Caratlane.com,,,,31000000.0,1,2015-01-22,2015-01-22
Caravan Craft,E-Commerce,,Bangalore,1200000.0,1,2015-11-21,2015-11-21
Caravan Craft Retail,,,,500000.0,1,2015-02-24,2015-02-24
Carcrew.in,Consumer Internet & Tech,Online Car repair Marketplace,Mumbai,500000.0,1,2016-11-30,2016-11-30
Care24,Healthtech,Professional Health Services Platform,Mumbai,4350000.0,2,2015-10-27,2016-01-13
Career Anna,Edtech,"Video-based certification, trainings",Gurgaon,572000.0,1,2018-12-02,2018-12-02
Career360,Edtech,College Education Portal,Delhi,0.0,1,2016-01-04,2016-01-04
CareonGO,Consumer Internet & Tech,Online Pharmacy,,0.0,1,2016-04-27,2016-04-27
Careongo,E-Commerce,Online Pharmacy store,Delhi,300000.0,1,2016-02-18,2016-02-18
Carl\\xe2\\x80\\x99s Jr,Food & Beverage,,Gurgaon,630000.0,1,2015-08-07,2015-08-07
Cars24,E-Commerce,Car Retail,Gurgaon,60700000.0,2,2018-07-17,2019-08-13
Cartisan,Other,,Bangalore,0.0,1,2015-07-30,2015-07-30
Cartrade,Consumer Internet & Tech,Automobile Classifieds Portal,Mumbai,55000000.0,1,2017-02-08,2017-02-08
CarveNiche,Consumer Internet & Tech,Personalized Learning Solutions & products,Bangalore,0.0,1,2016-02-25,2016-02-25
Casa2inns,Travel & Hospitality,,Delhi,5000000.0,1,2015-05-27,2015-05-27
Cash Suvidha,Consumer Internet & Tech,Online loan platform,Delhi,3700000.0,2,2017-12-15,2018-03-26
CashFree,Consumer Internet & Tech,Payments Platform for Marketplaces and Fintechs,Delhi,120000.0,1,2017-10-28,2017-10-28
Cashe,Consumer Internet & Tech,app-only lending platform,Mumbai,6900000.0,2,2017-04-01,2017-10-23
Cashflo,Fintech,Invoice discounting platform and SME lending marketplace,Mumbai,3300000.0,1,2019-09-04,2019-09-04
Cashify,E-Commerce,Online Selling,Gurgaon,935089.0,1,2018-02-12,2018-02-12
Cashkaro,Consumer Internet & Tech,Coupon & Cashback platform,Gurgaon,0.0,1,2016-01-19,2016-01-19
Cashkaro.com,E-Commerce,,Gurgaon,3700000.0,1,2015-11-16,2015-11-16
Cashkumar,Consumer Internet & Tech,P2P Lending Platform,Bangalore,735000.0,1,2018-05-22,2018-05-22
Celerix,Consumer Internet & Tech,Fintech Product Development & Services Startup,Bangalore,400000.0,1,2016-06-21,2016-06-21
Celes Care,Consumer Internet & Tech,Women Healthcare & Information portal,Hyderabad,2500000.0,2,2016-09-28,2017-03-02
Cerebroz,Consumer Internet & Tech,E-Tech platform,Vadodara,734000.0,1,2017-08-21,2017-08-21
Chaayos,E-Commerce,Online Chai ordering platform,Gurgaon,3000000.0,2,2015-05-19,2017-10-13
Chai Point,Consumer Internet & Tech,Tea Delivery Portal & offline stores,Bangalore,0.0,1,2017-08-03,2017-08-03
Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,218000.0,1,2016-11-30,2016-11-30
ChaiPoint,Food & Beverage,,Bangalore,10000000.0,1,2015-09-16,2015-09-16
Chakr Innovation,CleanTech & Energy,Renewable Energy,Delhi,26000000.0,1,2019-06-06,2019-06-06
Changer Mints,Fintech,,Kolkata,165000.0,1,2015-04-09,2015-04-09
ChargeBee,,,,5000000.0,1,2015-03-11,2015-03-11
Chargebee,Consumer Internet & Tech,Subscription Billing & Recurring Payments Software,Chennai,18000000.0,1,2018-03-22,2018-03-22
Chargein,,,,100000.0,1,2015-03-27,2015-03-27
ChatOnGo,Consumer Internet & Tech,Hyperlocal Communication Mobile app,Mumbai,300000.0,1,2016-10-21,2016-10-21
CheersOye!,Consumer Internet & Tech,Online Gift Vouchers platform,Mumbai,500000.0,1,2016-09-06,2016-09-06
Chefs Basket,Food & Beverage,,Mumbai,6000000.0,1,2015-11-10,2015-11-10
Chevon,Food & Beverage,Frozen Meat provider,Mumbai,0.0,1,2017-10-24,2017-10-24
Chikoop,Consumer Internet & Tech,Free Ad based Voice Calling,Indore,0.0,1,2016-06-01,2016-06-01
Chillr,Other,,Mumbai,76000000.0,2,2015-10-03,2015-12-10
ChipperSage,Consumer Internet & Tech,Online learning platform,Bangalore,0.0,1,2017-01-23,2017-01-23
Chloroplast Foods,,,,16600.0,1,2015-02-02,2015-02-02
ChqBook,Consumer Internet & Tech,Home Loans Aggregation platform,Gurgaon,0.0,1,2017-10-03,2017-10-03
Chrysalis,Edtech,Education Services Provider,Pune,0.0,1,2018-06-19,2018-06-19
Chumbak,Fashion & Lifestyle,Designer-led consumer products,Bangalore,14700000.0,2,2017-07-14,2017-11-28
